TIME,BUY,BUY,,BUY,BUY,SELL,SELL,BUY,116.97
2017-02-10T14:50:11.618,132.75,117.56,,37.71,132.75,132.76,37.73,116.23,117.57
2017-02-10T14:50:16.648,132.74,117.57,,37.68,132.74,132.75,37.76,116.23,117.57
2017-02-10T14:50:21.670,132.74,117.57,,37.77,132.74,132.75,37.81,116.23,117.57
2017-02-10T14:50:26.693,132.72,117.57,,37.77,132.72,132.74,37.81,116.23,117.57
2017-02-10T14:50:31.716,132.73,117.57,,37.77,132.73,132.75,37.83,116.17,117.57
2017-02-10T14:50:36.739,132.73,117.57,,37.77,132.73,132.74,37.83,116.17,117.57
2017-02-10T14:50:41.765,132.73,117.57,,37.77,132.73,132.75,37.83,116.25,117.59
2017-02-10T14:50:46.798,132.73,117.59,,37.77,132.73,132.75,37.83,116.25,117.6
2017-02-10T14:50:51.833,132.71,117.6,,37.77,132.71,132.73,37.85,116.25,117.6
2017-02-10T14:50:56.860,132.68,117.6,,37.77,132.68,132.7,37.83,116.25,117.6
2017-02-10T14:51:01.881,132.7,117.6,,37.77,132.7,132.71,37.83,116.25,117.6
2017-02-10T14:51:06.902,132.71,117.6,,37.77,132.71,132.72,37.83,116.25,117.6
2017-02-10T14:51:11.939,132.74,117.6,,37.77,132.74,132.75,37.85,116.26,117.6
2017-02-10T14:51:16.960,132.75,117.6,,37.77,132.75,132.76,37.85,116.21,117.61
2017-02-10T14:51:21.982,132.75,117.61,,37.79,132.75,132.76,37.85,116.22,117.61
2017-02-10T14:51:27.004,132.73,117.61,,37.79,132.73,132.74,37.85,116.28,117.61
2017-02-10T14:51:32.025,132.73,117.61,,37.81,132.73,132.75,37.83,116.28,117.61
2017-02-10T14:51:37.047,132.73,117.61,,37.79,132.73,132.74,37.83,116.28,117.61
2017-02-10T14:51:42.071,132.72,117.61,,37.79,132.72,132.73,37.83,116.28,117.61
2017-02-10T14:51:47.107,132.75,117.61,,37.79,132.75,132.77,37.85,116.29,117.61
2017-02-10T14:51:52.137,132.74,117.61,,37.79,132.74,132.76,37.85,116.29,117.62
2017-02-10T14:51:56.156,132.74,117.62,,37.79,132.74,132.75,37.85,116.29,117.63
2017-02-10T14:52:02.195,132.75,117.63,,37.79,132.75,132.77,37.84,116.29,117.64
2017-02-10T14:52:06.226,132.75,117.64,,37.79,132.75,132.77,37.84,115.99,117.63
2017-02-10T14:52:11.253,132.75,117.63,,37.83,132.75,132.76,37.87,115.99,117.63
2017-02-10T14:52:16.277,132.75,117.63,,37.83,132.75,132.76,37.86,115.99,117.64
2017-02-10T14:52:21.303,132.76,117.64,,37.85,132.76,132.77,37.86,116.21,117.64
2017-02-10T14:52:26.329,132.76,117.64,,37.85,132.76,132.78,37.86,115.97,117.64
2017-02-10T14:52:31.357,132.8,117.64,,37.85,132.8,132.81,37.86,115.97,117.64
2017-02-10T14:52:36.382,132.8,117.64,,37.85,132.8,132.82,37.86,116.3,117.68
2017-02-10T14:52:41.403,132.83,117.68,,37.85,132.83,132.85,37.86,116.3,117.67
2017-02-10T14:52:46.426,132.85,117.67,,37.85,132.85,132.87,37.86,116,117.67
2017-02-10T14:52:51.447,132.86,117.67,,37.74,132.86,132.87,37.85,116,117.67
2017-02-10T14:52:56.485,132.87,117.67,,37.74,132.87,132.89,37.85,116,117.67
2017-02-10T14:53:01.510,132.89,117.67,,37.74,132.89,132.9,37.85,116,117.68
2017-02-10T14:53:06.554,132.9,117.68,,37.84,132.9,132.91,37.85,116,117.69
2017-02-10T14:53:11.589,132.89,117.69,,37.84,132.89,132.9,37.85,116.08,117.66
2017-02-10T14:53:16.624,132.84,117.66,,37.84,132.84,132.85,37.85,116.21,117.68
2017-02-10T14:53:21.659,132.84,117.68,,37.84,132.84,132.86,37.85,116.32,117.68
2017-02-10T14:53:26.681,132.84,117.68,,37.84,132.84,132.85,37.85,116.32,117.66
2017-02-10T14:53:31.703,132.86,117.66,,37.76,132.86,132.87,37.89,116.32,117.66
2017-02-10T14:53:36.737,132.85,117.66,,37.76,132.85,132.87,37.89,116.32,117.64
2017-02-10T14:53:41.760,132.85,117.64,,37.72,132.85,132.87,37.89,116.08,117.64
2017-02-10T14:53:46.802,132.86,117.64,,37.72,132.86,132.88,37.83,116.08,117.64
2017-02-10T14:53:51.832,132.87,117.64,,37.68,132.87,132.88,37.83,116.08,117.64
2017-02-10T14:53:56.852,132.87,117.64,,37.68,132.87,132.89,37.78,116.08,117.64
2017-02-10T14:54:01.870,132.87,117.64,,37.68,132.87,132.89,37.78,116.26,117.62
2017-02-10T14:54:06.893,132.9,117.62,,37.66,132.9,132.92,37.78,116.08,117.62
2017-02-10T14:54:11.912,132.9,117.62,,37.66,132.9,132.92,37.78,116.08,117.62
2017-02-10T14:54:16.934,132.91,117.62,,37.66,132.91,132.92,37.78,116.08,117.62
2017-02-10T14:54:21.957,132.92,117.62,,37.62,132.92,132.93,37.78,116.08,117.62
2017-02-10T14:54:26.979,132.91,117.62,,37.62,132.91,132.93,37.74,116.08,117.62
2017-02-10T14:54:32.000,132.92,117.62,,37.62,132.92,132.94,37.74,116.08,117.62
2017-02-10T14:54:37.028,132.92,117.62,,37.62,132.92,132.94,37.74,116.08,117.62
2017-02-10T14:54:42.065,132.92,117.62,,37.59,132.92,132.94,37.74,116.08,117.62
2017-02-10T14:54:47.089,132.93,117.62,,37.59,132.93,132.94,37.74,116.08,117.62
2017-02-10T14:54:52.115,132.92,117.62,,37.59,132.92,132.94,37.74,116.08,117.63
2017-02-10T14:54:57.150,132.89,117.63,,37.59,132.89,132.91,37.74,116.08,117.62
2017-02-10T14:55:02.174,132.85,117.62,,37.56,132.85,132.88,37.74,116.08,117.64
2017-02-10T14:55:07.203,132.89,117.64,,37.58,132.89,132.9,37.82,116.08,117.64
2017-02-10T14:55:11.222,132.88,117.64,,37.7,132.88,132.9,37.73,116.22,117.64
2017-02-10T14:55:16.268,132.86,117.64,,37.7,132.86,132.88,37.73,116.08,117.64
2017-02-10T14:55:21.289,132.87,117.64,,37.7,132.87,132.88,37.73,116.08,117.64
2017-02-10T14:55:26.309,132.87,117.64,,37.7,132.87,132.88,37.73,116.08,117.64
2017-02-10T14:55:31.335,132.87,117.64,,37.7,132.87,132.89,37.73,116.08,117.64
2017-02-10T14:55:36.376,132.86,117.64,,37.7,132.86,132.87,37.75,116.08,117.64
2017-02-10T14:55:41.399,132.85,117.64,,37.7,132.85,132.86,37.75,116.08,117.64
2017-02-10T14:55:46.424,132.85,117.64,,37.7,132.85,132.86,37.75,116.08,117.58
2017-02-10T14:55:51.446,132.81,117.58,,37.7,132.81,132.83,37.75,116.24,117.48
2017-02-10T14:55:56.470,132.81,117.48,,37.7,132.81,132.83,37.75,116.24,117.51
2017-02-10T14:56:01.489,132.81,117.51,,37.7,132.81,132.83,37.75,116.24,117.53
2017-02-10T14:56:06.523,132.82,117.53,,37.7,132.82,132.83,37.75,116.24,117.57
2017-02-10T14:56:11.552,132.82,117.57,,37.66,132.82,132.84,37.7,116.08,117.57
2017-02-10T14:56:16.587,132.81,117.57,,37.62,132.81,132.82,37.68,116.08,117.57
2017-02-10T14:56:21.612,132.73,117.57,,37.62,132.73,132.77,37.68,116.08,117.57
2017-02-10T14:56:26.650,132.76,117.57,,37.62,132.76,132.78,37.68,116.24,117.54
2017-02-10T14:56:31.672,132.76,117.54,,37.62,132.76,132.78,37.68,116.08,117.54
2017-02-10T14:56:36.694,132.76,117.54,,37.65,132.76,132.78,37.68,116.2,117.56
2017-02-10T14:56:41.716,132.77,117.56,,37.62,132.77,132.79,37.68,115.94,117.56
2017-02-10T14:56:46.737,132.8,117.56,,37.62,132.8,132.82,37.68,116.12,117.56
2017-02-10T14:56:51.765,132.82,117.56,,37.64,132.82,132.84,37.66,116.15,117.56
2017-02-10T14:56:56.786,132.83,117.56,,37.65,132.83,132.85,37.76,116.18,117.56
2017-02-10T14:57:01.804,132.83,117.56,,37.65,132.83,132.85,37.68,115.92,117.54
2017-02-10T14:57:06.832,132.83,117.54,,37.65,132.83,132.84,37.68,116.12,117.54
2017-02-10T14:57:11.875,132.85,117.54,,37.66,132.85,132.87,37.7,116.14,117.54
2017-02-10T14:57:16.905,132.85,117.54,,37.66,132.85,132.87,37.7,116.17,117.56
2017-02-10T14:57:21.945,132.83,117.56,,37.66,132.83,132.85,37.7,116.18,117.58
2017-02-10T14:57:26.978,132.83,117.58,,37.66,132.83,132.84,37.7,116.18,117.56
2017-02-10T14:57:32.002,132.82,117.56,,37.66,132.82,132.83,37.7,116.19,117.56
2017-02-10T14:57:37.021,132.78,117.56,,37.66,132.78,132.79,37.7,116.19,117.56
2017-02-10T14:57:42.044,132.79,117.56,,37.66,132.79,132.8,37.7,116.19,117.56
2017-02-10T14:57:47.074,132.73,117.56,,37.66,132.73,132.74,37.7,116.22,117.58
2017-02-10T14:57:52.115,132.73,117.58,,37.66,132.73,132.75,37.7,116.22,117.55
2017-02-10T14:57:57.137,132.75,117.55,,37.66,132.75,132.77,37.7,116.22,117.55
2017-02-10T14:58:02.159,132.75,117.55,,37.66,132.75,132.78,37.7,116.22,117.55
2017-02-10T14:58:06.186,132.78,117.55,,37.68,132.78,132.8,37.7,116.22,117.57
2017-02-10T14:58:11.208,132.71,117.57,,37.68,132.71,132.72,37.7,116.22,117.57
2017-02-10T14:58:16.230,132.73,117.57,,37.68,132.73,132.74,37.75,116.22,117.57
2017-02-10T14:58:21.286,132.73,117.57,,37.68,132.73,132.74,37.7,116.22,117.57
2017-02-10T14:58:26.317,132.73,117.57,,37.67,132.73,132.75,37.69,116.22,117.55
2017-02-10T14:58:31.358,132.73,117.55,,37.66,132.73,132.74,37.68,116.22,117.55
2017-02-10T14:58:36.389,132.73,117.55,,37.64,132.73,132.74,37.65,116.22,117.55
2017-02-10T14:58:41.421,132.74,117.55,,37.64,132.74,132.76,37.66,116.22,117.55
2017-02-10T14:58:46.441,132.75,117.55,,37.64,132.75,132.77,37.66,116.22,117.58
2017-02-10T14:58:51.464,132.76,117.58,,37.64,132.76,132.77,37.66,116.22,117.58
2017-02-10T14:58:56.496,132.72,117.58,,37.64,132.72,132.74,37.66,116.22,117.58
2017-02-10T14:59:01.517,132.72,117.58,,37.64,132.72,132.73,37.66,116.22,117.58
2017-02-10T14:59:06.539,132.73,117.58,,37.64,132.73,132.75,37.66,116.22,117.58
2017-02-10T14:59:11.559,132.73,117.58,,37.62,132.73,132.75,37.65,116.22,117.58
2017-02-10T14:59:16.591,132.74,117.58,,37.59,132.74,132.75,37.6,116.22,117.52
2017-02-10T14:59:21.611,132.73,117.52,,37.55,132.73,132.75,37.59,116.22,117.57
2017-02-10T14:59:26.631,132.75,117.57,,37.39,132.75,132.77,37.55,116.22,117.57
2017-02-10T14:59:31.672,132.76,117.57,,37.39,132.76,132.77,37.55,116.22,117.52
2017-02-10T14:59:36.693,132.76,117.52,,37.39,132.76,132.77,37.55,116.22,117.61
2017-02-10T14:59:41.713,132.74,117.61,,37.45,132.74,132.76,37.67,116.22,117.52
2017-02-10T14:59:46.734,132.74,117.52,,37.57,132.74,132.76,37.62,116.22,117.64
2017-02-10T14:59:51.754,132.75,117.64,,37.5,132.75,132.77,37.75,116.23,117.64
2017-02-10T14:59:56.777,132.75,117.64,,37.63,132.75,132.8,37.65,116.23,117.64
2017-02-10T15:00:01.796,132.74,117.64,,37.63,132.74,132.76,37.65,115.78,117.62
2017-02-10T15:00:06.867,132.76,117.62,,37.63,132.76,132.8,37.75,116.12,117.65
2017-02-10T15:00:11.896,132.76,117.65,,37.5,132.76,132.77,37.7,116.16,117.65
2017-02-10T15:00:16.936,132.76,117.65,,37.5,132.76,132.8,37.7,115.88,117.65
2017-02-10T15:00:21.958,132.76,117.65,,37.51,132.76,132.8,37.7,115.88,117.65
2017-02-10T15:00:26.988,132.76,117.65,,37.51,132.76,132.8,37.7,115.88,117.65
2017-02-10T15:00:32.014,132.74,117.65,,37.51,132.74,132.8,37.7,115.88,117.65
2017-02-10T15:00:37.035,132.75,117.65,,37.5,132.75,132.76,37.7,115.88,117.65
2017-02-10T15:00:42.058,132.75,117.65,,37.5,132.75,132.77,37.7,115.88,117.65
2017-02-10T15:00:47.079,132.73,117.65,,37.5,132.73,132.75,37.7,115.88,117.65
2017-02-10T15:00:52.099,132.74,117.65,,37.63,132.74,132.76,37.69,115.88,117.65
2017-02-10T15:00:57.123,132.74,117.65,,37.63,132.74,132.75,37.68,115.88,117.65
2017-02-10T15:01:02.149,132.72,117.65,,37.63,132.72,132.73,37.7,115.88,117.66
2017-02-10T15:01:07.179,132.73,117.66,,37.63,132.73,132.75,37.7,115.88,117.66
2017-02-10T15:01:12.216,132.75,117.66,,37.63,132.75,132.77,37.68,115.88,117.65
2017-02-10T15:01:16.235,132.75,117.65,,37.63,132.75,132.77,37.69,115.95,117.63
2017-02-10T15:01:21.258,132.74,117.63,,37.63,132.74,132.75,37.69,116.19,117.63
2017-02-10T15:01:26.279,132.74,117.63,,37.63,132.74,132.76,37.69,116.19,117.59
2017-02-10T15:01:31.306,132.72,117.59,,37.63,132.72,132.73,37.69,116.17,117.59
2017-02-10T15:01:36.350,132.73,117.59,,37.63,132.73,132.75,37.69,116.17,117.59
2017-02-10T15:01:41.377,132.74,117.59,,37.63,132.74,132.75,37.69,116.18,117.59
2017-02-10T15:01:46.399,132.72,117.59,,37.65,132.72,132.74,37.69,116.18,117.6
2017-02-10T15:01:51.422,132.74,117.6,,37.65,132.74,132.75,37.69,115.91,117.6
2017-02-10T15:01:56.442,132.74,117.6,,37.65,132.74,132.76,37.69,115.91,117.6
2017-02-10T15:02:01.464,132.72,117.6,,37.65,132.72,132.74,37.69,116.12,117.6
2017-02-10T15:02:06.495,132.73,117.6,,37.65,132.73,132.75,37.69,116.19,117.6
2017-02-10T15:02:11.522,132.65,117.6,,37.65,132.65,132.67,37.67,116.2,117.6
2017-02-10T15:02:16.541,132.67,117.6,,37.65,132.67,132.69,37.67,116.2,117.6
2017-02-10T15:02:21.563,132.67,117.6,,37.63,132.67,132.68,37.67,116.2,117.6
2017-02-10T15:02:26.582,132.67,117.6,,37.63,132.67,132.68,37.66,116.2,117.6
2017-02-10T15:02:31.614,132.68,117.6,,37.63,132.68,132.7,37.66,116.2,117.6
2017-02-10T15:02:36.650,132.7,117.6,,37.63,132.7,132.72,37.66,116.22,117.6
2017-02-10T15:02:41.672,132.71,117.6,,37.63,132.71,132.72,37.65,116.2,117.61
2017-02-10T15:02:46.692,132.71,117.61,,37.63,132.71,132.73,37.65,116.2,117.61
2017-02-10T15:02:51.716,132.71,117.61,,37.63,132.71,132.73,37.65,116.2,117.6
2017-02-10T15:02:56.749,132.72,117.6,,37.5,132.72,132.74,37.61,116.2,117.55
2017-02-10T15:03:01.773,132.7,117.55,,37.5,132.7,132.72,37.61,116.2,117.55
2017-02-10T15:03:06.796,132.71,117.55,,37.5,132.71,132.72,37.61,116.22,117.6
2017-02-10T15:03:11.821,132.72,117.6,,37.5,132.72,132.74,37.61,116.2,117.6
2017-02-10T15:03:16.843,132.72,117.6,,37.51,132.72,132.74,37.61,116.22,117.61
2017-02-10T15:03:21.863,132.72,117.61,,37.5,132.72,132.73,37.61,116.22,117.62
2017-02-10T15:03:26.907,132.72,117.62,,37.5,132.72,132.73,37.61,116.22,117.62
2017-02-10T15:03:31.932,132.75,117.62,,37.58,132.75,132.77,37.61,116.22,117.68
2017-02-10T15:03:36.961,132.75,117.68,,37.58,132.75,132.77,37.61,116.2,117.71
2017-02-10T15:03:41.990,132.71,117.71,,37.5,132.71,132.72,37.67,116.23,117.72
2017-02-10T15:03:47.016,132.71,117.72,,37.5,132.71,132.72,37.67,116.24,117.72
2017-02-10T15:03:52.050,132.71,117.72,,37.5,132.71,132.72,37.65,116.24,117.72
2017-02-10T15:03:57.106,132.71,117.72,,37.5,132.71,132.72,37.65,116.22,117.68
2017-02-10T15:04:02.137,132.71,117.68,,37.51,132.71,132.72,37.65,116.11,117.68
2017-02-10T15:04:06.305,132.71,117.68,,37.5,132.71,132.72,37.64,115.92,117.68
2017-02-10T15:04:11.336,132.68,117.68,,37.5,132.68,132.69,37.53,116.2,117.68
2017-02-10T15:04:16.358,132.66,117.68,,37.5,132.66,132.67,37.53,116.14,117.68
2017-02-10T15:04:21.377,132.66,117.68,,37.5,132.66,132.67,37.53,116.14,117.68
2017-02-10T15:04:26.398,132.66,117.68,,37.5,132.66,132.67,37.62,116.14,117.68
2017-02-10T15:04:31.422,132.67,117.68,,37.5,132.67,132.68,37.56,116.14,117.68
2017-02-10T15:04:36.456,132.64,117.68,,37.5,132.64,132.65,37.62,116.14,117.68
2017-02-10T15:04:41.478,132.62,117.68,,37.5,132.62,132.64,37.62,116.14,117.68
2017-02-10T15:04:46.504,132.62,117.68,,37.5,132.62,132.63,37.62,116.14,117.69
2017-02-10T15:04:51.523,132.61,117.69,,37.5,132.61,132.62,37.62,115.97,117.73
2017-02-10T15:04:56.548,132.48,117.73,,37.5,132.48,132.5,37.62,115.93,117.73
2017-02-10T15:05:01.600,132.51,117.73,,37.5,132.51,132.53,37.62,115.91,117.73
2017-02-10T15:05:06.643,132.52,117.73,,37.5,132.52,132.54,37.62,116.17,117.72
2017-02-10T15:05:11.665,132.49,117.72,,37.5,132.49,132.51,37.62,116.17,117.72
2017-02-10T15:05:16.708,132.48,117.72,,37.5,132.48,132.49,37.62,116.17,117.72
2017-02-10T15:05:21.727,132.48,117.72,,37.5,132.48,132.5,37.62,116.17,117.72
2017-02-10T15:05:26.756,132.47,117.72,,37.5,132.47,132.49,37.62,116.17,117.72
2017-02-10T15:05:31.780,132.47,117.72,,37.5,132.47,132.48,37.62,116.2,117.65
2017-02-10T15:05:36.813,132.45,117.65,,37.5,132.45,132.47,37.54,116.17,117.67
2017-02-10T15:05:41.844,132.43,117.67,,37.5,132.43,132.45,37.62,116.18,117.67
2017-02-10T15:05:46.883,132.4,117.67,,37.5,132.4,132.42,37.62,116.18,117.67
2017-02-10T15:05:51.904,132.39,117.67,,37.5,132.39,132.4,37.62,116.17,117.69
2017-02-10T15:05:56.937,132.41,117.69,,37.5,132.41,132.43,37.62,116.2,117.65
2017-02-10T15:06:01.993,132.45,117.65,,37.55,132.45,132.47,37.62,116.2,117.67
2017-02-10T15:06:07.022,132.46,117.67,,37.55,132.46,132.48,37.68,116.19,117.68
2017-02-10T15:06:12.058,132.47,117.68,,37.58,132.47,132.49,37.62,116.19,117.68
2017-02-10T15:06:17.082,132.47,117.68,,37.58,132.47,132.49,37.68,116.19,117.68
2017-02-10T15:06:22.100,132.47,117.68,,37.58,132.47,132.49,37.68,116.19,117.68
2017-02-10T15:06:27.123,132.44,117.68,,37.58,132.44,132.46,37.68,116.19,117.68
2017-02-10T15:06:32.145,132.42,117.68,,37.58,132.42,132.43,37.68,116.19,117.68
2017-02-10T15:06:37.172,132.42,117.68,,37.58,132.42,132.44,37.63,116.19,117.68
2017-02-10T15:06:42.194,132.37,117.68,,37.58,132.37,132.4,37.63,116.19,117.68
2017-02-10T15:06:46.209,132.39,117.68,,37.58,132.39,132.4,37.63,116.19,117.68
2017-02-10T15:06:51.241,132.37,117.68,,37.58,132.37,132.38,37.64,116.19,117.68
2017-02-10T15:06:56.269,132.36,117.68,,37.58,132.36,132.37,37.64,116.21,117.71
2017-02-10T15:07:01.304,132.31,117.71,,37.56,132.31,132.33,37.63,116.01,117.68
2017-02-10T15:07:06.343,132.33,117.68,,37.56,132.33,132.35,37.63,116.22,117.68
2017-02-10T15:07:11.366,132.35,117.68,,37.56,132.35,132.37,37.7,116.22,117.68
2017-02-10T15:07:16.391,132.37,117.68,,37.56,132.37,132.38,37.7,116.22,117.68
2017-02-10T15:07:21.427,132.37,117.68,,37.56,132.37,132.39,37.7,116.22,117.72
2017-02-10T15:07:26.458,132.36,117.72,,37.56,132.36,132.38,37.73,116.22,117.72
2017-02-10T15:07:31.494,132.37,117.72,,37.56,132.37,132.39,37.73,116.22,117.72
2017-02-10T15:07:36.516,132.45,117.72,,37.56,132.45,132.47,37.73,116.22,117.73
2017-02-10T15:07:41.540,132.44,117.73,,37.56,132.44,132.46,37.73,116.22,117.73
2017-02-10T15:07:46.560,132.45,117.73,,37.56,132.45,132.46,37.73,116.22,117.73
2017-02-10T15:07:51.593,132.41,117.73,,37.62,132.41,132.43,37.73,116.22,117.73
2017-02-10T15:07:56.657,132.38,117.73,,37.62,132.38,132.39,37.73,116.22,117.73
2017-02-10T15:08:01.682,132.35,117.73,,37.5,132.35,132.37,37.73,116.22,117.73
2017-02-10T15:08:06.705,132.35,117.73,,37.5,132.35,132.37,37.73,116.22,117.68
2017-02-10T15:08:11.734,132.36,117.68,,37.5,132.36,132.37,37.73,116.01,117.68
2017-02-10T15:08:16.766,132.32,117.68,,37.64,132.32,132.34,37.69,116.21,117.68
2017-02-10T15:08:21.791,132.33,117.68,,37.5,132.33,132.34,37.73,116.21,117.68
2017-02-10T15:08:26.813,132.31,117.68,,37.5,132.31,132.33,37.73,115.93,117.68
2017-02-10T15:08:31.836,132.31,117.68,,37.5,132.31,132.33,37.69,116.18,117.72
2017-02-10T15:08:36.857,132.31,117.72,,37.65,132.31,132.32,37.68,116.18,117.72
2017-02-10T15:08:41.882,132.32,117.72,,37.56,132.32,132.34,37.65,116.18,117.72
2017-02-10T15:08:46.901,132.32,117.72,,37.56,132.32,132.33,37.65,115.97,117.8
2017-02-10T15:08:51.924,132.31,117.8,,37.52,132.31,132.32,37.73,116.15,117.8
2017-02-10T15:08:56.946,132.32,117.8,,37.52,132.32,132.33,37.62,116.15,117.84
2017-02-10T15:09:01.975,132.32,117.84,,37.52,132.32,132.34,37.62,116.15,117.86
2017-02-10T15:09:06.997,132.32,117.86,,37.5,132.32,132.33,37.62,116.15,117.86
2017-02-10T15:09:12.027,132.33,117.86,,37.5,132.33,132.34,37.62,115.91,117.86
2017-02-10T15:09:17.070,132.33,117.86,,37.5,132.33,132.35,37.62,116.16,117.87
2017-02-10T15:09:22.104,132.33,117.87,,37.5,132.33,132.35,37.62,116.16,117.87
2017-02-10T15:09:27.139,132.33,117.87,,37.5,132.33,132.35,37.62,116.17,117.87
2017-02-10T15:09:32.167,132.34,117.87,,37.5,132.34,132.35,37.62,116.15,117.87
2017-02-10T15:09:37.188,132.34,117.87,,37.5,132.34,132.35,37.62,116.11,117.87
2017-02-10T15:09:41.205,132.34,117.87,,37.5,132.34,132.35,37.62,116.11,117.89
2017-02-10T15:09:46.260,132.34,117.89,,37.5,132.34,132.35,37.62,116.11,117.89
2017-02-10T15:09:51.292,132.31,117.89,,37.5,132.31,132.33,37.62,115.92,117.74
2017-02-10T15:09:56.317,132.27,117.74,,37.5,132.27,132.29,37.6,116.09,117.74
2017-02-10T15:10:01.341,132.28,117.74,,37.5,132.28,132.29,37.6,115.92,117.87
2017-02-10T15:10:06.395,132.28,117.87,,37.5,132.28,132.3,37.6,116.1,117.82
2017-02-10T15:10:11.417,132.28,117.82,,37.5,132.28,132.3,37.68,116.1,117.82
2017-02-10T15:10:16.461,132.26,117.82,,37.5,132.26,132.27,37.68,116.1,117.82
2017-02-10T15:10:21.484,132.27,117.82,,37.5,132.27,132.29,37.68,115.92,117.82
2017-02-10T15:10:26.518,132.23,117.82,,37.51,132.23,132.25,37.63,116.01,117.82
